2026-04-27 12:11:03 | Lux: 30.00 lx | Light: 3.00%
2026-04-27 12:19:12 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:13 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:14 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:15 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:17 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:18 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:19 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:20 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:21 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:23 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:24 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:25 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:26 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:28 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:29 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:30 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:31 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:32 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:34 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:35 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:36 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:37 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:39 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:40 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:19:41 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:19:42 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:43 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:45 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:46 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:47 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:48 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:50 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:51 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:52 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:53 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:54 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:56 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:57 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:58 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:19:59 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:01 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:02 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:03 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:04 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:06 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:07 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:08 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:09 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:10 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:12 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:13 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:14 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:15 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:17 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:18 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:19 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:20 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:21 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:23 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:24 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:25 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:26 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:28 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:29 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:30 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:31 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:32 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:34 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:35 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:36 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:37 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:20:39 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:20:40 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:20:41 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:42 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:43 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:45 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:46 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:47 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:48 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:50 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:51 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:52 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:53 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:54 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:56 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:57 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:58 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:20:59 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:01 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:02 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:03 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:04 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:05 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:07 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:08 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:09 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:10 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:12 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:13 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:14 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:15 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:17 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:18 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:19 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:20 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:21 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:23 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:24 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:25 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:21:26 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:28 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:21:29 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:30 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:31 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:32 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:34 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:35 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:36 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:37 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:21:39 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:21:40 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:21:41 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:21:42 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:21:43 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:21:45 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:21:46 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:21:47 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:21:48 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:50 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:51 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:52 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:53 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:54 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:56 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:57 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:58 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:21:59 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:01 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:02 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:03 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:04 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:05 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:07 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:08 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:09 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:10 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:12 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:13 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:14 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:15 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:16 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:18 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:19 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:20 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:21 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:23 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:24 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:25 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:26 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:28 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:29 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:30 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:31 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:32 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:34 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:35 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:36 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:37 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:39 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:40 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:41 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:42 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:43 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:45 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:46 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:47 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:48 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:50 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:51 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:52 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:53 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:54 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:56 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:57 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:58 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:22:59 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:01 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:02 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:03 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:04 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:05 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:07 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:08 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:09 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:10 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:12 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:13 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:14 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:15 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:16 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:18 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:19 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:20 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:21 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:23 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:24 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:25 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:26 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:27 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:29 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:30 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:31 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:32 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:34 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:35 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:36 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:37 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:39 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:40 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:41 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:42 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:43 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:45 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:46 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:47 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:48 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:50 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:51 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:52 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:53 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:54 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:56 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:57 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:58 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:23:59 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:01 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:24:02 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:24:03 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:24:04 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:24:05 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:24:07 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:08 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:09 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:10 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:12 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:13 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:14 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:15 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:16 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:18 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:19 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:20 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:21 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:23 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:24 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:25 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:26 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:27 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:29 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:30 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:31 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:32 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:34 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:35 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:36 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:37 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:38 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:40 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:41 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:42 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:43 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:45 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:46 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:47 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:48 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:50 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:51 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:52 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:53 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:54 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:56 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:57 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:58 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:24:59 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:01 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:02 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:03 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:04 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:25:05 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:25:07 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:25:08 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:25:09 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:25:10 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:25:12 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:25:13 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:25:14 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:15 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:16 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:18 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:19 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:20 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:21 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:23 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:24 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:25 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:25:26 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:27 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:25:29 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:30 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:31 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:25:32 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:34 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:25:35 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:36 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:25:37 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:25:38 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:25:40 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:25:41 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:25:42 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:25:43 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:25:45 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:25:46 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:47 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:48 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:49 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:51 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:52 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:53 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:54 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:56 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:57 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:58 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:25:59 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:01 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:02 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:03 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:04 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:05 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:07 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:08 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:09 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:10 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:12 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:13 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:14 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:15 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:16 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:18 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:19 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:20 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:21 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:23 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:24 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:25 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:26 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:27 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:29 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:30 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:31 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:32 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:34 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:35 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:36 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:37 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:38 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:40 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:41 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:42 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:43 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:45 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:46 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:47 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:48 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:49 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:51 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:52 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:53 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:54 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:56 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:57 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:58 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:26:59 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:01 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:02 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:27:03 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:27:04 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:05 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:27:07 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:27:08 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:09 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:10 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:12 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:13 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:14 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:15 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:16 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:18 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:27:19 | Lux: 37.50 lx | Light: 3.75%
